#Cut at hv = 3610.75 eV	
#E kin (eV)	Intensity
2963.2	0.0192192
2963.3	0.0192753
2963.4	0.0192288
2963.5	0.019032
2963.6	0.0192042
2963.7	0.0194273
2963.8	0.0196548
2963.9	0.0196274
2964.0	0.0192698
2964.1	0.0190971
2964.2	0.0191845
2964.3	0.0194264
2964.4	0.019473
2964.5	0.0192868
2964.6	0.0195218
2964.7	0.0197886
2964.8	0.019537
2964.9	0.0194039
2965.0	0.0194556
2965.1	0.0193072
2965.2	0.0194095
2965.3	0.0194925
2965.4	0.0195497
2965.5	0.0195604
2965.6	0.0195698
2965.7	0.0197575
2965.8	0.0198
2965.9	0.0198062
2966.0	0.0195574
2966.1	0.0196226
2966.2	0.0195812
2966.3	0.0196606
2966.4	0.0197514
2966.5	0.0198109
2966.6	0.019895
2966.7	0.0199926
2966.8	0.020197
2966.9	0.0201615
2967.0	0.0201642
2967.1	0.0202151
2967.2	0.0202012
2967.3	0.0202224
2967.4	0.0202749
2967.5	0.0205014
2967.6	0.0205095
2967.7	0.020513
2967.8	0.0207382
2967.9	0.0208556
2968.0	0.020734
2968.1	0.0207094
2968.2	0.0210773
2968.3	0.0213083
2968.4	0.0216257
2968.5	0.0215418
2968.6	0.0215384
2968.7	0.0216935
2968.8	0.0219277
2968.9	0.0219204
2969.0	0.0219354
2969.1	0.0218146
2969.2	0.0217954
2969.3	0.0219929
2969.4	0.0221594
2969.5	0.0221431
2969.6	0.0221641
2969.7	0.0221206
2969.8	0.022098
2969.9	0.0218022
2970.0	0.0215028
2970.1	0.0214284
2970.2	0.0212446
2970.3	0.0211995
2970.4	0.0208267
2970.5	0.0204744
2970.6	0.0206374
2970.7	0.0203075
2970.8	0.0201464
2970.9	0.0200895
2971.0	0.0199053
2971.1	0.0199004
2971.2	0.0198025
2971.3	0.0196857
2971.4	0.0195162
2971.5	0.0194697
2971.6	0.019413
2971.7	0.0193755
2971.8	0.019423
2971.9	0.0193392
2972.0	0.0194723
2972.1	0.0194916
2972.2	0.0193583
2972.3	0.0193026
2972.4	0.0191922
2972.5	0.0193406
2972.6	0.019506
2972.7	0.0193192
2972.8	0.0191329
2972.9	0.0190239
2973.0	0.0191175
2973.1	0.0191676
2973.2	0.0192514
2973.3	0.0191491
2973.4	0.0190907
2973.5	0.0190664
2973.6	0.0191925
2973.7	0.0191859
2973.8	0.0190542
2973.9	0.0188567
2974.0	0.0189273
2974.1	0.0189202
2974.2	0.0192623
2974.3	0.0193934
2974.4	0.0192303
2974.5	0.0190189
2974.6	0.0191118
2974.7	0.0191282
2974.8	0.0192102
2974.9	0.0194227
2975.0	0.0192389
2975.1	0.0192425
2975.2	0.0193374
2975.3	0.019101
2975.4	0.0192481
2975.5	0.0190558
2975.6	0.0191749
2975.7	0.0194609
2975.8	0.0194641
2975.9	0.0195141
2976.0	0.0194898
2976.1	0.0196243
2976.2	0.019818
2976.3	0.0196548
2976.4	0.0196359
2976.5	0.0196716
2976.6	0.0198513
2976.7	0.0198689
2976.8	0.020011
2976.9	0.0201924
2977.0	0.0202598
2977.1	0.0202605
2977.2	0.0202439
2977.3	0.0201022
2977.4	0.0198985
2977.5	0.0198313
2977.6	0.0198818
2977.7	0.0202446
2977.8	0.0205227
2977.9	0.0201477
2978.0	0.0200266
2978.1	0.0198333
2978.2	0.0199538
2978.3	0.0199013
2978.4	0.0199122
2978.5	0.0198529
2978.6	0.0199803
2978.7	0.0198289
2978.8	0.0195673
2978.9	0.0195295
2979.0	0.0196493
2979.1	0.0197426
2979.2	0.0195973
2979.3	0.0195497
2979.4	0.019655
2979.5	0.019704
2979.6	0.0197571
2979.7	0.0195524
2979.8	0.0195502
2979.9	0.0197806
2980.0	0.0197314
2980.1	0.0194571
2980.2	0.019312
2980.3	0.0193331
2980.4	0.019187
2980.5	0.0193255
2980.6	0.0195599
2980.7	0.0196479
2980.8	0.0195283
2980.9	0.0194906
2981.0	0.0195504
2981.1	0.0195933
2981.2	0.0193373
2981.3	0.0193805
2981.4	0.0197297
2981.5	0.0197736
2981.6	0.0195089
2981.7	0.0192337
2981.8	0.0189249
2981.9	0.0191305
2982.0	0.0192195
2982.1	0.0193724
2982.2	0.0193473
2982.3	0.0194819
2982.4	0.0195262
2982.5	0.0194187
2982.6	0.0191567
2982.7	0.0192212
2982.8	0.0193589
2982.9	0.0195312
2983.0	0.0194763
2983.1	0.019681
2983.2	0.0195644
2983.3	0.0195058
2983.4	0.0195066
2983.5	0.019488
2983.6	0.0194212
2983.7	0.0194461
2983.8	0.0191853
2983.9	0.0193612
2984.0	0.0192202
2984.1	0.0192879
2984.2	0.0193782
2984.3	0.0195255
2984.4	0.0196085
2984.5	0.0194242
2984.6	0.0194671
2984.7	0.0195658
2984.8	0.0195187
2984.9	0.0195118
2985.0	0.0194806
2985.1	0.0193292
2985.2	0.0194869
2985.3	0.0198515
2985.4	0.0197658
2985.5	0.019721
2985.6	0.019591
2985.7	0.0197513
2985.8	0.019809
2985.9	0.0199042
2986.0	0.0196996
2986.1	0.0197421
2986.2	0.019575
2986.3	0.0194881
2986.4	0.0192753
2986.5	0.019283
2986.6	0.0195056
2986.7	0.0199589
2986.8	0.019936
2986.9	0.0198226
2987.0	0.0197447
2987.1	0.0195297
2987.2	0.0196118
2987.3	0.0199856
2987.4	0.0201593
2987.5	0.0200725
2987.6	0.0196648
2987.7	0.019768
2987.8	0.0200616
2987.9	0.0200253
2988.0	0.0199041
2988.1	0.0197646
2988.2	0.0197995
2988.3	0.0198668
2988.4	0.0198496
2988.5	0.0198656
2988.6	0.0200448
2988.7	0.0200418
2988.8	0.0198533
2988.9	0.019823
2989.0	0.0197802
2989.1	0.0198709
2989.2	0.0198703
2989.3	0.0197362
2989.4	0.019745
2989.5	0.0198898
2989.6	0.0198809
2989.7	0.0197467
2989.8	0.0198306
2989.9	0.0198262
2990.0	0.0196423
2990.1	0.0199417
2990.2	0.0199169
2990.3	0.0199716
2990.4	0.0199691
2990.5	0.0200529
2990.6	0.0198372
2990.7	0.0196051
2990.8	0.019937
2990.9	0.019981
2991.0	0.0201287
2991.1	0.0200609
2991.2	0.0198066
2991.3	0.0197466
2991.4	0.0199947
2991.5	0.0200854
2991.6	0.019972
2991.7	0.0201143
2991.8	0.0202274
2991.9	0.0199582
2992.0	0.0203305
2992.1	0.020127
2992.2	0.0197281
2992.3	0.019703
2992.4	0.0199027
2992.5	0.0200198
2992.6	0.0200879
2992.7	0.0200138
2992.8	0.0198613
2992.9	0.0199171
2993.0	0.0201494
2993.1	0.020151
2993.2	0.0200111
2993.3	0.0199119
2993.4	0.0200429
2993.5	0.020131
2993.6	0.019979
2993.7	0.0199616
2993.8	0.0200168
2993.9	0.0200303
2994.0	0.0201853
2994.1	0.020203
2994.2	0.0201683
2994.3	0.0199657
2994.4	0.0198956
2994.5	0.0199348
2994.6	0.0200358
2994.7	0.019889
2994.8	0.0200614
2994.9	0.0201152
2995.0	0.0201624
